gameid,tourneyid,tie,winnerid,winnername,winnerscore,winneroldrating,winnernewrating,winnerpos,loserid,losername,loserscore,loseroldrating,losernewrating,loserpos,round,division,date
589,3,FALSE,123,Jo Anne Cohen,0,1430,1520,6,95,Glenn Filzer,0,1521,1478,41,3,2,1/22/1999
590,3,FALSE,123,Jo Anne Cohen,0,1430,1520,6,77,Thomas M Hall,0,1321,1350,47,5,2,1/22/1999
591,3,FALSE,123,Jo Anne Cohen,0,1430,1520,6,615,Marie Puma,0,1361,1400,36,6,2,1/22/1999
592,3,FALSE,123,Jo Anne Cohen,0,1430,1520,6,3056,Charles Merlis,0,1674,1639,13,8,2,1/22/1999
593,3,FALSE,123,Jo Anne Cohen,0,1430,1520,6,1112,Mary Capalbi,0,1493,1550,10,9,2,1/22/1999
594,3,FALSE,123,Jo Anne Cohen,0,1430,1520,6,71,Noel Livermore,0,1582,1601,7,10,2,1/22/1999
595,3,FALSE,123,Jo Anne Cohen,0,1430,1520,6,4260,Shirley Fliesser,0,1599,1594,15,12,2,1/22/1999
596,3,FALSE,124,Lisa Thomas,0,1197,1214,6,5151,Kerry Hamilton,0,960,950,43,1,3,1/22/1999
597,3,FALSE,124,Lisa Thomas,0,1197,1214,6,5381,Emily Herczeg,0,1055,1113,10,4,3,1/22/1999
598,3,FALSE,124,Lisa Thomas,0,1197,1214,6,186,Claire Pleczynski,0,955,952,45,5,3,1/22/1999
599,3,FALSE,124,Lisa Thomas,0,1197,1214,6,25312,Dianne Socha Kaplan,0,1281,1279,8,6,3,1/22/1999
600,3,FALSE,124,Lisa Thomas,0,1197,1214,6,4795,Lynn Gillespie,0,1129,1184,2,7,3,1/22/1999
601,3,FALSE,124,Lisa Thomas,0,1197,1214,6,2700,Teri Peppe,0,1167,1156,20,10,3,1/22/1999
602,3,FALSE,124,Lisa Thomas,0,1197,1214,6,1495,John Kopp,0,1154,1165,15,11,3,1/22/1999
603,3,FALSE,124,Lisa Thomas,0,1197,1214,6,4433,Concepta Siembab,0,1201,1208,14,12,3,1/22/1999
604,3,FALSE,131,Margo Kuno,0,726,740,37,2294,Virginia Wallis,0,900,874,20,1,4,1/22/1999
605,3,FALSE,131,Margo Kuno,0,726,740,37,5894,Betty Goldin,0,0,816,21,2,4,1/22/1999
606,3,FALSE,131,Margo Kuno,0,726,740,37,5905,Irvin Booker,0,0,553,51,3,4,1/22/1999
607,3,FALSE,131,Margo Kuno,0,726,740,37,5136,Debi Gavin,0,847,896,10,6,4,1/22/1999
608,3,FALSE,131,Margo Kuno,0,726,740,37,2942,Sheila Greenspan,0,927,864,36,10,4,1/22/1999
609,3,FALSE,132,Muriel Sparrow Reedy,0,1214,1162,33,3930,Phyllis Clare,0,1161,1174,11,2,3,1/22/1999
610,3,FALSE,132,Muriel Sparrow Reedy,0,1214,1162,33,634,Irene Zeleniuk,0,1056,1065,29,3,3,1/22/1999
611,3,FALSE,132,Muriel Sparrow Reedy,0,1214,1162,33,138,Donald Hake,0,1059,1071,28,4,3,1/22/1999
612,3,FALSE,132,Muriel Sparrow Reedy,0,1214,1162,33,151,Doreen Lucas,0,1030,1049,30,5,3,1/22/1999
613,3,FALSE,132,Muriel Sparrow Reedy,0,1214,1162,33,2934,Rona Goldberg,0,1123,1127,26,8,3,1/22/1999
614,3,FALSE,134,Nancy Okolsky,0,1402,1429,62,2599,Rose Noel,0,1449,1415,52,1,2,1/22/1999
615,3,FALSE,134,Nancy Okolsky,0,1402,1429,62,108,George Spanfelner,0,1538,1465,60,3,2,1/22/1999
616,3,FALSE,138,Donald Hake,0,1059,1071,28,184,Ida Ann Shapiro,0,989,930,48,1,3,1/22/1999
617,3,FALSE,138,Donald Hake,0,1059,1071,28,2700,Teri Peppe,0,1167,1156,20,2,3,1/22/1999
618,3,FALSE,138,Donald Hake,0,1059,1071,28,1619,Gwen Stewart,0,1175,1150,25,6,3,1/22/1999
619,3,FALSE,138,Donald Hake,0,1059,1071,28,3186,Stacia Camp,0,939,919,47,7,3,1/22/1999
620,3,FALSE,138,Donald Hake,0,1059,1071,28,1499,Claudia Scheda,0,1073,1058,40,8,3,1/22/1999
621,3,FALSE,138,Donald Hake,0,1059,1071,28,1503,Alan Grossman,0,1047,1040,38,12,3,1/22/1999
622,3,FALSE,145,Mary McWilliams,0,843,895,7,3726,Barbara Batson,0,0,500,57,1,4,1/22/1999
623,3,FALSE,145,Mary McWilliams,0,843,895,7,2063,Marjorie Bash,0,909,886,27,2,4,1/22/1999
624,3,FALSE,145,Mary McWilliams,0,843,895,7,215,Irma Roberts,0,767,762,26,3,4,1/22/1999
625,3,FALSE,145,Mary McWilliams,0,843,895,7,5798,Steve Lynch,0,800,985,3,4,4,1/22/1999
626,3,FALSE,145,Mary McWilliams,0,843,895,7,4452,Spencer Camishion,0,0,834,38,7,4,1/22/1999
627,3,FALSE,145,Mary McWilliams,0,843,895,7,175,Elliott Schiff,0,714,841,15,8,4,1/22/1999
628,3,FALSE,145,Mary McWilliams,0,843,895,7,4538,Jaki Jackson,0,850,879,13,9,4,1/22/1999
629,3,FALSE,145,Mary McWilliams,0,843,895,7,3698,Dolores Furye,0,938,964,6,10,4,1/22/1999
630,3,FALSE,151,Doreen Lucas,0,1030,1049,30,2875,Eileen Willis,0,1105,1092,24,1,3,1/22/1999
631,3,FALSE,151,Doreen Lucas,0,1030,1049,30,25312,Dianne Socha Kaplan,0,1281,1279,8,2,3,1/22/1999
632,3,FALSE,151,Doreen Lucas,0,1030,1049,30,5891,James Totin,0,1043,1053,32,4,3,1/22/1999
633,3,TRUE,151,Doreen Lucas,0,1030,1049,30,186,Claire Pleczynski,0,955,952,45,8,3,1/22/1999
634,3,FALSE,151,Doreen Lucas,0,1030,1049,30,186,Claire Pleczynski,0,955,952,45,11,3,1/22/1999
635,3,FALSE,151,Doreen Lucas,0,1030,1049,30,634,Irene Zeleniuk,0,1056,1065,29,12,3,1/22/1999
636,3,FALSE,153,Dolly Silverstein,0,1373,1379,49,35,Howard Greenspan,0,1605,1611,9,3,2,1/22/1999
637,3,FALSE,153,Dolly Silverstein,0,1373,1379,49,1957,Pat Brown,0,1416,1400,56,4,2,1/22/1999
638,3,FALSE,153,Dolly Silverstein,0,1373,1379,49,4428,Jean Lithgow,0,1421,1385,58,7,2,1/22/1999
639,3,FALSE,153,Dolly Silverstein,0,1373,1379,49,1773,Lois Giordano,0,1394,1404,51,8,2,1/22/1999
640,3,FALSE,153,Dolly Silverstein,0,1373,1379,49,4435,Jerry Mory,0,1255,1293,50,9,2,1/22/1999
641,3,FALSE,155,Wayne Ollick,0,0,612,46,214,Ruth McCandless,0,709,704,47,2,4,1/22/1999
642,3,FALSE,155,Wayne Ollick,0,0,612,46,5902,Nancy Glover,0,0,554,48,6,4,1/22/1999
643,3,FALSE,155,Wayne Ollick,0,0,612,46,3726,Barbara Batson,0,0,500,57,8,4,1/22/1999
644,3,FALSE,155,Wayne Ollick,0,0,612,46,4541,Betty Kirklin,0,0,505,55,10,4,1/22/1999
645,3,FALSE,155,Wayne Ollick,0,0,612,46,4805,Avis Casely,0,523,553,52,11,4,1/22/1999
646,3,FALSE,156,Marjorie Milne,0,1188,1202,17,1509,Wendell Smith,0,1032,1050,35,2,3,1/22/1999
647,3,FALSE,156,Marjorie Milne,0,1188,1202,17,5465,Emily Weidner,0,1317,1243,19,3,3,1/22/1999
648,3,FALSE,156,Marjorie Milne,0,1188,1202,17,1495,John Kopp,0,1154,1165,15,4,3,1/22/1999
649,3,FALSE,156,Marjorie Milne,0,1188,1202,17,2655,Herb Lewis,0,1170,1152,27,6,3,1/22/1999
650,3,FALSE,156,Marjorie Milne,0,1188,1202,17,1495,John Kopp,0,1154,1165,15,7,3,1/22/1999
651,3,FALSE,156,Marjorie Milne,0,1188,1202,17,124,Lisa Thomas,0,1197,1214,6,8,3,1/22/1999
652,3,FALSE,156,Marjorie Milne,0,1188,1202,17,2934,Rona Goldberg,0,1123,1127,26,12,3,1/22/1999
653,3,FALSE,162,Betty C McDaniel,0,1230,1192,16,138,Donald Hake,0,1059,1071,28,3,3,1/22/1999
654,3,FALSE,162,Betty C McDaniel,0,1230,1192,16,4454,John Carassai,0,956,986,39,5,3,1/22/1999
655,3,FALSE,162,Betty C McDaniel,0,1230,1192,16,2875,Eileen Willis,0,1105,1092,24,8,3,1/22/1999
656,3,FALSE,162,Betty C McDaniel,0,1230,1192,16,24800,Flo Schneier,0,1022,971,46,9,3,1/22/1999
657,3,FALSE,162,Betty C McDaniel,0,1230,1192,16,1503,Alan Grossman,0,1047,1040,38,10,3,1/22/1999
658,3,FALSE,162,Betty C McDaniel,0,1230,1192,16,4454,John Carassai,0,956,986,39,11,3,1/22/1999
659,3,FALSE,162,Betty C McDaniel,0,1230,1192,16,5891,James Totin,0,1043,1053,32,12,3,1/22/1999
660,3,FALSE,163,Bob Kilpatrick,0,1414,1442,37,79,Sarah Rosenblum,0,1461,1487,23,1,2,1/22/1999
661,3,FALSE,163,Bob Kilpatrick,0,1414,1442,37,3056,Charles Merlis,0,1674,1639,13,2,2,1/22/1999
662,3,FALSE,163,Bob Kilpatrick,0,1414,1442,37,110,Douglas Hoylman,0,1622,1638,11,5,2,1/22/1999
663,3,FALSE,163,Bob Kilpatrick,0,1414,1442,37,618,Gregg Foster,0,1422,1456,21,6,2,1/22/1999
664,3,FALSE,163,Bob Kilpatrick,0,1414,1442,37,5308,James W Flomo,0,1328,1354,45,11,2,1/22/1999
665,3,FALSE,163,Bob Kilpatrick,0,1414,1442,37,153,Dolly Silverstein,0,1373,1379,49,12,2,1/22/1999
666,3,FALSE,175,Elliott Schiff,0,714,841,15,5900,Jacqueline Blyther,0,867,818,42,1,4,1/22/1999
667,3,FALSE,175,Elliott Schiff,0,714,841,15,190,John Brown,0,0,955,11,2,4,1/22/1999
668,3,FALSE,175,Elliott Schiff,0,714,841,15,5902,Nancy Glover,0,0,554,48,3,4,1/22/1999
669,3,FALSE,175,Elliott Schiff,0,714,841,15,5440,Susan Patton,0,633,698,40,5,4,1/22/1999
670,3,FALSE,175,Elliott Schiff,0,714,841,15,4434,John Zeller,0,0,965,5,6,4,1/22/1999
671,3,FALSE,175,Elliott Schiff,0,714,841,15,5248,Ed Quinn,0,858,908,9,9,4,1/22/1999
672,3,FALSE,175,Elliott Schiff,0,714,841,15,3710,Mitchell Peck,0,0,904,14,10,4,1/22/1999
673,3,FALSE,180,Deborah Avins,0,715,763,19,333,Maureen Glover,0,0,714,32,2,4,1/22/1999
674,3,FALSE,180,Deborah Avins,0,715,763,19,211,Bernice Brown,0,0,651,39,3,4,1/22/1999
675,3,FALSE,180,Deborah Avins,0,715,763,19,2024,Margaret Olson,0,952,899,31,4,4,1/22/1999
676,3,FALSE,180,Deborah Avins,0,715,763,19,5725,Evi Pike,0,862,841,30,8,4,1/22/1999
677,3,FALSE,180,Deborah Avins,0,715,763,19,5897,Stevie Wells,0,680,728,28,10,4,1/22/1999
678,3,FALSE,180,Deborah Avins,0,715,763,19,3720,Janice White,0,0,729,44,11,4,1/22/1999
679,3,FALSE,180,Deborah Avins,0,715,763,19,2024,Margaret Olson,0,952,899,31,12,4,1/22/1999
680,3,FALSE,184,Ida Ann Shapiro,0,989,930,48,162,Betty C McDaniel,0,1230,1192,16,2,3,1/22/1999
681,3,FALSE,184,Ida Ann Shapiro,0,989,930,48,3186,Stacia Camp,0,939,919,47,12,3,1/22/1999
682,3,FALSE,186,Claire Pleczynski,0,955,952,45,2011,Annette Zeff,0,1045,1052,31,1,3,1/22/1999
683,3,FALSE,186,Claire Pleczynski,0,955,952,45,1619,Gwen Stewart,0,1175,1150,25,4,3,1/22/1999
684,3,FALSE,186,Claire Pleczynski,0,955,952,45,1592,Edward Stewart,0,1190,1174,13,6,3,1/22/1999
685,3,FALSE,190,John Brown,0,0,955,11,5902,Nancy Glover,0,0,554,48,1,4,1/22/1999
686,3,FALSE,190,John Brown,0,0,955,11,5900,Jacqueline Blyther,0,867,818,42,3,4,1/22/1999
687,3,FALSE,190,John Brown,0,0,955,11,1782,Gloria Chazin,0,901,892,16,4,4,1/22/1999
688,3,FALSE,190,John Brown,0,0,955,11,4438,Hennie Berdinis,0,837,912,8,5,4,1/22/1999
689,3,FALSE,190,John Brown,0,0,955,11,5895,Jim Dalton,0,874,846,23,6,4,1/22/1999
690,3,FALSE,190,John Brown,0,0,955,11,5895,Jim Dalton,0,874,846,23,8,4,1/22/1999
691,3,FALSE,190,John Brown,0,0,955,11,1522,Bob Godfrey,0,837,866,17,10,4,1/22/1999
692,3,FALSE,190,John Brown,0,0,955,11,5894,Betty Goldin,0,0,816,21,12,4,1/22/1999
693,3,FALSE,192,Denise Forys Wieche,0,639,666,41,5908,Josh Pollard,0,0,500,59,4,4,1/22/1999
694,3,FALSE,192,Denise Forys Wieche,0,639,666,41,5894,Betty Goldin,0,0,816,21,5,4,1/22/1999
695,3,FALSE,192,Denise Forys Wieche,0,639,666,41,201,Walt Blackie Sudnikovich,0,614,627,43,7,4,1/22/1999
696,3,FALSE,192,Denise Forys Wieche,0,639,666,41,211,Bernice Brown,0,0,651,39,10,4,1/22/1999
697,3,FALSE,192,Denise Forys Wieche,0,639,666,41,5903,Janet Hamilton,0,857,793,49,12,4,1/22/1999
698,3,FALSE,201,Walt Blackie Sudnikovich,0,614,627,43,5909,Ryan Pollard,0,0,500,60,1,4,1/22/1999
699,3,FALSE,201,Walt Blackie Sudnikovich,0,614,627,43,2942,Sheila Greenspan,0,927,864,36,3,4,1/22/1999
700,3,FALSE,201,Walt Blackie Sudnikovich,0,614,627,43,231,Evelyn Ringold,0,792,726,58,9,4,1/22/1999
701,3,FALSE,201,Walt Blackie Sudnikovich,0,614,627,43,5907,Laura Lou Seefeldt,0,0,562,56,11,4,1/22/1999
702,3,FALSE,201,Walt Blackie Sudnikovich,0,614,627,43,4805,Avis Casely,0,523,553,52,12,4,1/22/1999
703,3,FALSE,206,Hilda Siegel,0,1182,1240,3,24800,Flo Schneier,0,1022,971,46,1,3,1/22/1999
704,3,FALSE,206,Hilda Siegel,0,1182,1240,3,2485,Varney Senii,0,1272,1278,4,2,3,1/22/1999
705,3,FALSE,206,Hilda Siegel,0,1182,1240,3,1509,Wendell Smith,0,1032,1050,35,4,3,1/22/1999
706,3,FALSE,206,Hilda Siegel,0,1182,1240,3,635,Ellen Massey,0,1156,1136,21,5,3,1/22/1999
707,3,FALSE,206,Hilda Siegel,0,1182,1240,3,132,Muriel Sparrow Reedy,0,1214,1162,33,7,3,1/22/1999
708,3,FALSE,206,Hilda Siegel,0,1182,1240,3,1442,Lynda Woods Cleary,0,1050,1103,18,8,3,1/22/1999
709,3,FALSE,206,Hilda Siegel,0,1182,1240,3,5465,Emily Weidner,0,1317,1243,19,9,3,1/22/1999
710,3,FALSE,206,Hilda Siegel,0,1182,1240,3,1604,Sherrie Saint John,0,1203,1237,9,10,3,1/22/1999
711,3,FALSE,206,Hilda Siegel,0,1182,1240,3,4427,Nick Denezzo,0,1273,1294,1,11,3,1/22/1999
712,3,FALSE,209,Marilyn Hake,0,991,985,44,132,Muriel Sparrow Reedy,0,1214,1162,33,1,3,1/22/1999
713,3,FALSE,209,Marilyn Hake,0,991,985,44,3930,Phyllis Clare,0,1161,1174,11,3,3,1/22/1999
714,3,FALSE,209,Marilyn Hake,0,991,985,44,2655,Herb Lewis,0,1170,1152,27,4,3,1/22/1999
715,3,FALSE,209,Marilyn Hake,0,991,985,44,184,Ida Ann Shapiro,0,989,930,48,11,3,1/22/1999
716,3,FALSE,211,Bernice Brown,0,0,651,39,333,Maureen Glover,0,0,714,32,1,4,1/22/1999
717,3,FALSE,211,Bernice Brown,0,0,651,39,231,Evelyn Ringold,0,792,726,58,4,4,1/22/1999
718,3,FALSE,211,Bernice Brown,0,0,651,39,4458,Jametta Garnett,0,695,697,34,9,4,1/22/1999
719,3,FALSE,211,Bernice Brown,0,0,651,39,5905,Irvin Booker,0,0,553,51,11,4,1/22/1999
720,3,FALSE,211,Bernice Brown,0,0,651,39,5904,Robert Hicks,0,594,582,50,12,4,1/22/1999
721,3,FALSE,214,Ruth McCandless,0,709,704,47,5725,Evi Pike,0,862,841,30,3,4,1/22/1999
722,3,FALSE,214,Ruth McCandless,0,709,704,47,4448,William Pittinos,0,0,785,29,4,4,1/22/1999
723,3,FALSE,214,Ruth McCandless,0,709,704,47,2942,Sheila Greenspan,0,927,864,36,5,4,1/22/1999
724,3,FALSE,214,Ruth McCandless,0,709,704,47,180,Deborah Avins,0,715,763,19,7,4,1/22/1999
725,3,FALSE,215,Irma Roberts,0,767,762,26,5904,Robert Hicks,0,594,582,50,5,4,1/22/1999
726,3,FALSE,215,Irma Roberts,0,767,762,26,5139,Susan Barker,0,517,534,54,6,4,1/22/1999
727,3,FALSE,215,Irma Roberts,0,767,762,26,5900,Jacqueline Blyther,0,867,818,42,7,4,1/22/1999
728,3,FALSE,215,Irma Roberts,0,767,762,26,192,Denise Forys Wieche,0,639,666,41,8,4,1/22/1999
729,3,FALSE,215,Irma Roberts,0,767,762,26,180,Deborah Avins,0,715,763,19,9,4,1/22/1999
730,3,FALSE,215,Irma Roberts,0,767,762,26,131,Margo Kuno,0,726,740,37,11,4,1/22/1999
731,3,FALSE,231,Evelyn Ringold,0,792,726,58,5139,Susan Barker,0,517,534,54,2,4,1/22/1999
732,3,FALSE,231,Evelyn Ringold,0,792,726,58,155,Wayne Ollick,0,0,612,46,5,4,1/22/1999
733,3,FALSE,242,Verna Richards Berg,0,1740,1770,12,560,Marlon Hill,0,1891,1873,17,2,1,1/22/1999
734,3,FALSE,242,Verna Richards Berg,0,1740,1770,12,858,David Moersdorf,0,1659,1632,39,6,1,1/22/1999
735,3,FALSE,242,Verna Richards Berg,0,1740,1770,12,88,Phil Polsky,0,1761,1753,27,8,1,1/22/1999
736,3,FALSE,242,Verna Richards Berg,0,1740,1770,12,115,Vicki Kahn,0,1745,1721,38,9,1,1/22/1999
737,3,FALSE,242,Verna Richards Berg,0,1740,1770,12,105,Dee Jackson,0,1685,1704,28,10,1,1/22/1999
738,3,FALSE,242,Verna Richards Berg,0,1740,1770,12,59,Marjorie Schoneboom,0,1836,1819,30,11,1,1/22/1999
739,3,FALSE,242,Verna Richards Berg,0,1740,1770,12,580,Lynn Cushman,0,1878,1863,19,12,1,1/22/1999
740,3,FALSE,299,Steve Polatnick,0,1887,1914,3,72,James Dodds,0,1728,1735,32,2,1,1/22/1999
741,3,FALSE,299,Steve Polatnick,0,1887,1914,3,58,Sal Piro,0,1845,1823,33,5,1,1/22/1999
742,3,FALSE,299,Steve Polatnick,0,1887,1914,3,2931,Josh Silber,0,1875,1903,7,6,1,1/22/1999
743,3,FALSE,299,Steve Polatnick,0,1887,1914,3,48,Rick Julian,0,1822,1792,37,7,1,1/22/1999
744,3,FALSE,299,Steve Polatnick,0,1887,1914,3,2627,Randy Hersom,0,1888,1869,16,8,1,1/22/1999
745,3,FALSE,299,Steve Polatnick,0,1887,1914,3,54,Rose Kreiswirth,0,1765,1827,5,9,1,1/22/1999
746,3,FALSE,299,Steve Polatnick,0,1887,1914,3,31,Matt Graham,0,1941,1946,8,10,1,1/22/1999
747,3,FALSE,299,Steve Polatnick,0,1887,1914,3,2931,Josh Silber,0,1875,1903,7,12,1,1/22/1999
748,3,FALSE,303,Roy Dixon,0,1759,1746,5,45,Diane Firstman,0,1538,1515,46,1,2,1/22/1999
749,3,FALSE,303,Roy Dixon,0,1759,1746,5,1957,Pat Brown,0,1416,1400,56,2,2,1/22/1999
750,3,FALSE,303,Roy Dixon,0,1759,1746,5,97,Betty Burton,0,1482,1478,33,3,2,1/22/1999
751,3,FALSE,303,Roy Dixon,0,1759,1746,5,1280,Maurice Decanio,0,1621,1586,30,5,2,1/22/1999
752,3,FALSE,303,Roy Dixon,0,1759,1746,5,5244,Pat Cole,0,1512,1529,25,6,2,1/22/1999
753,3,FALSE,303,Roy Dixon,0,1759,1746,5,10074,C Pollard,0,1624,1705,4,9,2,1/22/1999
754,3,FALSE,303,Roy Dixon,0,1759,1746,5,5244,Pat Cole,0,1512,1529,25,11,2,1/22/1999
755,3,FALSE,303,Roy Dixon,0,1759,1746,5,110,Douglas Hoylman,0,1622,1638,11,12,2,1/22/1999
756,3,FALSE,329,Emma Lewarenko,0,1000,1013,34,1619,Gwen Stewart,0,1175,1150,25,1,3,1/22/1999
757,3,FALSE,329,Emma Lewarenko,0,1000,1013,34,1592,Edward Stewart,0,1190,1174,13,4,3,1/22/1999
758,3,FALSE,329,Emma Lewarenko,0,1000,1013,34,3932,Victoria Moreines,0,981,962,41,8,3,1/22/1999
759,3,FALSE,329,Emma Lewarenko,0,1000,1013,34,5151,Kerry Hamilton,0,960,950,43,9,3,1/22/1999
760,3,FALSE,329,Emma Lewarenko,0,1000,1013,34,5315,Paul Feser,0,995,978,42,12,3,1/22/1999
761,3,FALSE,333,Maureen Glover,0,0,714,32,5895,Jim Dalton,0,874,846,23,3,4,1/22/1999
762,3,FALSE,333,Maureen Glover,0,0,714,32,155,Wayne Ollick,0,0,612,46,4,4,1/22/1999
763,3,FALSE,333,Maureen Glover,0,0,714,32,211,Bernice Brown,0,0,651,39,5,4,1/22/1999
764,3,FALSE,333,Maureen Glover,0,0,714,32,4458,Jametta Garnett,0,695,697,34,8,4,1/22/1999
765,3,FALSE,333,Maureen Glover,0,0,714,32,5904,Robert Hicks,0,594,582,50,9,4,1/22/1999
766,3,FALSE,333,Maureen Glover,0,0,714,32,5898,Bill Woodford,0,815,784,33,10,4,1/22/1999
767,3,FALSE,430,Avi Moss,0,1885,1847,26,3416,Jill Pfeiffer,0,1709,1748,24,3,1,1/22/1999
768,3,FALSE,430,Avi Moss,0,1885,1847,26,242,Verna Richards Berg,0,1740,1770,12,4,1,1/22/1999
769,3,FALSE,430,Avi Moss,0,1885,1847,26,68,David Abolafia,0,1677,1736,18,5,1,1/22/1999
770,3,FALSE,430,Avi Moss,0,1885,1847,26,115,Vicki Kahn,0,1745,1721,38,10,1,1/22/1999
771,3,FALSE,430,Avi Moss,0,1885,1847,26,105,Dee Jackson,0,1685,1704,28,11,1,1/22/1999
772,3,FALSE,440,John Dalton,0,1071,1125,7,24800,Flo Schneier,0,1022,971,46,2,3,1/22/1999
773,3,FALSE,440,John Dalton,0,1071,1125,7,206,Hilda Siegel,0,1182,1240,3,3,3,1/22/1999
774,3,FALSE,440,John Dalton,0,1071,1125,7,2011,Annette Zeff,0,1045,1052,31,5,3,1/22/1999
775,3,FALSE,440,John Dalton,0,1071,1125,7,209,Marilyn Hake,0,991,985,44,7,3,1/22/1999
776,3,FALSE,440,John Dalton,0,1071,1125,7,634,Irene Zeleniuk,0,1056,1065,29,8,3,1/22/1999
777,3,FALSE,440,John Dalton,0,1071,1125,7,138,Donald Hake,0,1059,1071,28,9,3,1/22/1999
778,3,FALSE,440,John Dalton,0,1071,1125,7,2981,Joan Gray,0,1128,1125,22,11,3,1/22/1999
779,3,FALSE,440,John Dalton,0,1071,1125,7,1442,Lynda Woods Cleary,0,1050,1103,18,12,3,1/22/1999
780,3,FALSE,560,Marlon Hill,0,1891,1873,17,858,David Moersdorf,0,1659,1632,39,3,1,1/22/1999
781,3,FALSE,560,Marlon Hill,0,1891,1873,17,58,Sal Piro,0,1845,1823,33,4,1,1/22/1999
782,3,FALSE,560,Marlon Hill,0,1891,1873,17,581,Joanne Cohen,0,1792,1754,34,6,1,1/22/1999
783,3,FALSE,560,Marlon Hill,0,1891,1873,17,49,Arnie Horowitz,0,1829,1828,23,8,1,1/22/1999
784,3,FALSE,560,Marlon Hill,0,1891,1873,17,3706,Martin Smith,0,1762,1775,20,9,1,1/22/1999
785,3,FALSE,560,Marlon Hill,0,1891,1873,17,51,Webster Phillips,0,1850,1849,25,11,1,1/22/1999
786,3,FALSE,561,Mitchell Brook,0,1199,1201,12,4795,Lynn Gillespie,0,1129,1184,2,1,3,1/22/1999
787,3,FALSE,561,Mitchell Brook,0,1199,1201,12,186,Claire Pleczynski,0,955,952,45,2,3,1/22/1999
788,3,FALSE,561,Mitchell Brook,0,1199,1201,12,2981,Joan Gray,0,1128,1125,22,4,3,1/22/1999
789,3,FALSE,561,Mitchell Brook,0,1199,1201,12,209,Marilyn Hake,0,991,985,44,5,3,1/22/1999
790,3,FALSE,561,Mitchell Brook,0,1199,1201,12,132,Muriel Sparrow Reedy,0,1214,1162,33,6,3,1/22/1999
791,3,FALSE,561,Mitchell Brook,0,1199,1201,12,124,Lisa Thomas,0,1197,1214,6,9,3,1/22/1999
792,3,FALSE,561,Mitchell Brook,0,1199,1201,12,1619,Gwen Stewart,0,1175,1150,25,12,3,1/22/1999
793,3,FALSE,25312,Dianne Socha Kaplan,0,1281,1279,8,3057,Jane Clark,0,1125,1251,5,1,3,1/22/1999
794,3,FALSE,25312,Dianne Socha Kaplan,0,1281,1279,8,2875,Eileen Willis,0,1105,1092,24,3,3,1/22/1999
795,3,FALSE,25312,Dianne Socha Kaplan,0,1281,1279,8,871,Frank Schin,0,1143,1113,37,4,3,1/22/1999
796,3,FALSE,25312,Dianne Socha Kaplan,0,1281,1279,8,151,Doreen Lucas,0,1030,1049,30,7,3,1/22/1999
797,3,FALSE,25312,Dianne Socha Kaplan,0,1281,1279,8,2981,Joan Gray,0,1128,1125,22,8,3,1/22/1999
798,3,FALSE,25312,Dianne Socha Kaplan,0,1281,1279,8,2700,Teri Peppe,0,1167,1156,20,9,3,1/22/1999
799,3,FALSE,25312,Dianne Socha Kaplan,0,1281,1279,8,561,Mitchell Brook,0,1199,1201,12,10,3,1/22/1999
800,3,FALSE,25312,Dianne Socha Kaplan,0,1281,1279,8,3057,Jane Clark,0,1125,1251,5,11,3,1/22/1999
801,3,FALSE,569,Jay Strieb,0,1320,1363,29,5308,James W Flomo,0,1328,1354,45,4,2,1/22/1999
802,3,FALSE,569,Jay Strieb,0,1320,1363,29,97,Betty Burton,0,1482,1478,33,5,2,1/22/1999
803,3,FALSE,569,Jay Strieb,0,1320,1363,29,2912,Jim Piazza,0,1466,1455,39,7,2,1/22/1999
804,3,FALSE,569,Jay Strieb,0,1320,1363,29,1995,Martha Bedford,0,1440,1446,27,8,2,1/22/1999
805,3,FALSE,569,Jay Strieb,0,1320,1363,29,4351,Edward Coker,0,1448,1452,40,9,2,1/22/1999
806,3,FALSE,569,Jay Strieb,0,1320,1363,29,2333,Hillary Goldberg,0,1500,1472,44,12,2,1/22/1999
807,3,FALSE,577,Josephine Williams,0,700,726,24,5909,Ryan Pollard,0,0,500,60,5,4,1/22/1999
808,3,FALSE,577,Josephine Williams,0,700,726,24,5908,Josh Pollard,0,0,500,59,6,4,1/22/1999
809,3,FALSE,577,Josephine Williams,0,700,726,24,4541,Betty Kirklin,0,0,505,55,7,4,1/22/1999
810,3,FALSE,577,Josephine Williams,0,700,726,24,5902,Nancy Glover,0,0,554,48,8,4,1/22/1999
811,3,FALSE,577,Josephine Williams,0,700,726,24,155,Wayne Ollick,0,0,612,46,9,4,1/22/1999
812,3,FALSE,577,Josephine Williams,0,700,726,24,5895,Jim Dalton,0,874,846,23,11,4,1/22/1999
813,3,FALSE,580,Lynn Cushman,0,1878,1863,19,114,Diana Grosman,0,1697,1706,31,2,1,1/22/1999
814,3,FALSE,580,Lynn Cushman,0,1878,1863,19,54,Rose Kreiswirth,0,1765,1827,5,3,1,1/22/1999
815,3,FALSE,580,Lynn Cushman,0,1878,1863,19,32,Larry Sherman,0,1883,1862,21,4,1,1/22/1999
816,3,FALSE,580,Lynn Cushman,0,1878,1863,19,68,David Abolafia,0,1677,1736,18,8,1,1/22/1999
817,3,FALSE,580,Lynn Cushman,0,1878,1863,19,1489,John Luebkemann,0,1978,1952,13,9,1,1/22/1999
